0,014400
0,116000
0,305600
0,356000
0,354400
0,372800
0,372800
0,384000
0,390400
0,395200
0,394400
0,431200
0,434400
0,452000
0,460000
0,464800
0,447200
0,431200
0,411200
0,413600
0,404000
0,391200
0,384800
0,387200
0,371200
0,362400
0,339200
0,338400
0,346400
0,381600
0,376800
0,377600
0,382400
0,381600
0,379200
0,376000
0,363200
0,379200
0,385600
0,391200
0,379200
0,362400
0,319200
0,340000
0,332000
0,324000
0,329600
0,319200
0,316000
0,301600
0,306400
0,274400
0,283200
0,308800
0,314400
0,302400
0,301600
0,305600
0,304800
0,328800
0,313600
0,301600
0,300000
0,327200
0,313600
0,320800
0,304800
0,356800
0,357600
0,356800
0,376000
0,366400
0,364800
0,376800
0,390400
0,385600
0,388800
0,350400
0,312800
0,324800
0,312800
0,308000
0,320000
0,345600
0,372000
0,388800
0,394400
0,412800
0,397600
0,390400
0,379200
0,386400
0,362400
0,387200
0,365600
0,353600
0,348800
0,330400
0,352000
0,370400
0,366400
0,352000
0,382400
0,404800
0,404800
0,401600
0,377600
0,384000
0,377600
0,380800
0,368800
0,375200
0,393600
0,396800
0,396800
0,382400
0,360800
0,335200
0,357600
0,346400
0,356000
0,330400
0,323200
0,325600
0,352800
0,359200
0,356800
0,350400
0,371200
0,380800
0,384800
0,354400
0,347200
0,353600
0,354400
0,376000
0,380000
0,417600
0,427200
0,440800
0,456000
0,456800
0,476000
0,464800
0,450400
0,454400
0,444800
0,478400
0,483200
0,491200
0,537600
0,538400
0,548000
0,540800
0,544000
0,521600
0,509600
0,473600
0,476000
0,436000
0,411200
0,422400
0,425600
0,403200
0,381600
0,393600
0,359200
0,392800
0,382400
0,364000
0,369600
0,389600
0,394400
0,389600
0,395200
0,391200
0,380000
0,397600
0,396800
0,391200
0,399200
0,379200
0,378400
0,365600
0,358400
0,356000
0,361600
0,349600
0,330400
0,320800
0,324000
0,316800
0,320000
0,321600
0,313600
0,291200
0,289600
0,284800
0,302400
0,305600
0,303200
0,321600
0,327200
0,315200
0,316800
0,347200
0,357600
0,324800
0,344800
0,368000
0,375200
0,411200
0,396800
0,368000
0,365600
0,320800
0,316000
0,312800
0,320000
0,331200
0,307200
0,306400
0,328000
0,356000
0,360800
0,382400
0,380800
0,384000
0,406400
0,386400
0,386400
0,397600
0,366400
0,380800
