0,004800
0,022400
0,088000
0,078400
0,103200
0,139200
0,252000
0,353600
0,358400
0,348800
0,320000
0,356000
0,336800
0,475200
0,448800
0,469600
0,507200
0,483200
0,490400
0,465600
0,517600
0,520000
0,456000
0,483200
0,480000
0,512800
0,528000
0,552800
0,558400
0,619200
0,577600
0,639200
0,670400
0,668800
0,620000
0,632000
0,608000
0,591200
0,650400
0,710400
0,754400
0,708000
0,748800
0,755200
0,772000
0,781600
0,788800
0,790400
0,774400
0,764000
0,815200
0,850400
0,888000
0,905600
0,932800
0,907200
0,932000
0,912000
0,923200
0,928000
0,899200
0,893600
0,900800
0,912800
0,886400
0,927200
0,935200
0,891200
0,925600
0,896000
0,898400
0,900800
0,922400
0,925600
0,921600
0,918400
0,942400
0,915200
0,895200
0,904000
0,909600
0,891200
0,905600
0,892000
0,868000
0,905600
0,931200
0,956000
0,941600
0,893600
0,885600
0,909600
0,951200
0,923200
0,901600
0,915200
0,908000
0,914400
0,914400
0,912800
0,914400
0,885600
0,893600
0,916800
0,924000
0,906400
0,940800
0,923200
0,930400
0,897600
0,917600
0,918400
0,935200
0,906400
0,923200
0,907200
0,923200
0,920800
0,920000
0,924800
0,908800
0,903200
0,891200
0,914400
0,895200
0,896000
0,913600
0,922400
0,920800
0,878400
0,932800
0,917600
0,926400
0,912800
0,922400
0,920000
0,912800
0,908000
0,910400
0,927200
0,920800
0,920800
0,907200
0,920000
0,902400
0,884800
0,897600
0,897600
0,917600
0,860800
0,897600
0,924800
0,924800
0,920800
0,932800
0,933600
0,910400
0,888800
0,928000
0,924000
0,927200
0,928800
0,900800
0,900000
0,872800
0,908000
0,936000
0,929600
0,912000
0,911200
0,913600
0,904000
0,900800
0,889600
0,881600
0,888800
0,894400
0,924000
0,936800
0,911200
0,915200
0,903200
0,903200
0,914400
0,899200
0,876800
0,916800
0,914400
0,906400
0,926400
0,912000
0,903200
0,903200
0,923200
0,888000
0,872800
0,900000
0,914400
0,939200
0,900000
0,880800
0,895200
0,928800
0,916000
0,912800
0,932000
0,920800
0,913600
0,928000
0,892000
0,890400
0,892800
0,910400
0,919200
0,909600
0,941600
0,924000
0,926400
0,899200
0,931200
0,898400
0,938400
0,927200
0,910400
0,888800
0,906400
0,904800
0,921600
0,892000
0,932000
0,927200
0,898400
0,928800
0,920800
0,923200
0,940000
0,925600
0,923200
0,936000
0,908800
0,907200
0,917600
0,928800
0,912800
0,917600
0,914400
0,942400
0,908000
0,927200
0,925600
0,906400
0,884800
0,884000
0,879200
